no;year;group;y;id
1;0;1;0;1
2;1.138912485;1;0;1
3;7.189438003;1;0;1
4;10.22442305;1;1;1
5;11.3333539;1;1;1
6;11.41536838;1;0;1
7;13.2026372;1;0;1
8;13.78587536;1;1;1
9;14.31583505;1;1;1
10;16.93926589;1;0;1
11;19.70762839;1;0;1
12;22.0754351;1;0;1
13;22.31047611;1;1;1
14;23.51168211;1;1;1
15;23.92083363;1;0;1
16;0;1;0;2
17;1.051488338;1;0;2
18;2.573117067;1;0;2
19;6.152193359;1;1;2
20;8.198017982;1;1;2
21;13.60165062;1;1;2
22;14.85355051;1;1;2
23;16.01267034;1;0;2
24;16.39264498;1;1;2
25;17.32008515;1;1;2
26;17.7132617;1;1;2
27;22.2384829;1;1;2
28;22.49562426;1;1;2
29;23.86259123;1;1;2
30;24.85674442;1;1;2
31;0;1;0;3
32;0.615342113;1;1;3
33;3.57000056;1;1;3
34;3.677841183;1;1;3
35;5.410198396;1;0;3
36;5.790644634;1;1;3
37;7.228993432;1;0;3
38;7.954525191;1;0;3
39;10.3636584;1;0;3
40;11.94489928;1;0;3
41;17.26763196;1;1;3
42;18.96148844;1;1;3
43;19.88668544;1;0;3
44;22.55747613;1;0;3
45;24.07560581;1;1;3
46;0;0;0;4
47;1.145779167;0;1;4
48;3.047481499;0;0;4
49;3.470151586;0;0;4
50;3.811118694;0;0;4
51;5.16328474;0;1;4
52;5.825852486;0;0;4
53;6.649316009;0;0;4
54;9.221136273;0;0;4
55;10.34310816;0;0;4
56;11.05500186;0;1;4
57;11.64906126;0;0;4
58;14.02369959;0;0;4
59;19.97312114;0;0;4
60;21.44569288;0;0;4
61;0;0;0;5
62;2.371016523;0;0;5
63;3.188291256;0;0;5
64;6.859591114;0;1;5
65;9.361569397;0;1;5
66;9.599240945;0;0;5
67;10.99579219;0;0;5
68;11.21290853;0;0;5
69;16.62787987;0;1;5
70;18.83269661;0;1;5
71;19.85855803;0;0;5
72;20.25160883;0;0;5
73;20.30973774;0;1;5
74;20.36600097;0;1;5
75;22.37613398;0;1;5
76;0;0;1;6
77;0.015619333;0;0;6
78;2.778385609;0;1;6
79;5.502972129;0;1;6
80;6.090486818;0;1;6
81;8.794947731;0;1;6
82;9.495413443;0;1;6
83;10.44116949;0;1;6
84;11.88291435;0;1;6
85;15.31927508;0;1;6
86;15.73052829;0;1;6
87;16.70138969;0;1;6
88;17.75456003;0;1;6
89;18.86187897;0;1;6
90;19.70489585;0;1;6
91;0;0;0;7
92;2.339874668;0;0;7
93;2.571616106;0;1;7
94;3.267392289;0;0;7
95;4.376316257;0;1;7
96;4.692277982;0;0;7
97;8.009331062;0;1;7
98;8.587911807;0;1;7
99;10.87231854;0;1;7
100;16.32754813;0;1;7
101;16.4189532;0;1;7
102;19.55735753;0;1;7
103;22.16172652;0;1;7
104;22.32627786;0;1;7
105;24.6239245;0;1;7
106;0;0;0;8
107;3.677367273;0;0;8
108;7.530722499;0;0;8
109;8.320588508;0;0;8
110;10.26724441;0;1;8
111;11.66947604;0;0;8
112;12.07255993;0;0;8
113;12.21532584;0;0;8
114;12.7876365;0;0;8
115;14.99972398;0;0;8
116;15.21837456;0;0;8
117;22.25875555;0;0;8
118;22.86095467;0;0;8
119;23.38249508;0;0;8
120;23.86184569;0;0;8
121;0;0;0;9
122;1.518014289;0;0;9
123;3.55735739;0;0;9
124;5.494190782;0;0;9
125;7.693000272;0;0;9
126;7.995515427;0;0;9
127;9.237221646;0;0;9
128;10.11275704;0;0;9
129;13.7321164;0;0;9
130;14.63708383;0;0;9
131;16.19733698;0;0;9
132;18.01490684;0;0;9
133;23.6931735;0;0;9
134;23.85228096;0;0;9
135;24.60548009;0;0;9
136;0;1;1;10
137;2.276099997;1;0;10
138;3.547672695;1;0;10
139;3.855057521;1;0;10
140;10.98578841;1;1;10
141;13.02839314;1;1;10
142;15.48141208;1;0;10
143;16.49596124;1;0;10
144;16.82497732;1;0;10
145;17.25017754;1;0;10
146;18.42694345;1;0;10
147;19.65703879;1;0;10
148;20.5451365;1;0;10
149;22.28485293;1;0;10
150;24.49554793;1;1;10
151;0;0;0;11
152;0.261677796;0;0;11
153;1.917279133;0;0;11
154;4.5962381;0;0;11
155;5.779044551;0;0;11
156;5.977498891;0;1;11
157;6.143091951;0;1;11
158;6.161224854;0;1;11
159;7.792555052;0;1;11
160;9.697725746;0;1;11
161;10.23687382;0;1;11
162;12.43818168;0;1;11
163;18.30338014;0;1;11
164;21.06823297;0;1;11
165;21.18632913;0;1;11
166;0;1;0;12
167;2.777411533;1;1;12
168;5.42231907;1;0;12
169;5.449766718;1;1;12
170;5.527573446;1;0;12
171;8.847614296;1;1;12
172;8.88613452;1;1;12
173;9.367848915;1;1;12
174;9.749860881;1;0;12
175;11.11920005;1;1;12
176;12.55748908;1;1;12
177;13.34219864;1;1;12
178;14.29838285;1;1;12
179;16.24962897;1;1;12
180;18.50835901;1;1;12
181;0;0;1;13
182;4.59571227;0;0;13
183;6.642167171;0;0;13
184;7.811204123;0;0;13
185;9.305951506;0;0;13
186;10.31865297;0;0;13
187;13.24589215;0;0;13
188;14.54375249;0;0;13
189;15.45044683;0;0;13
190;15.74932634;0;0;13
191;16.70711624;0;0;13
192;18.6642001;0;0;13
193;20.99419412;0;0;13
194;21.59110279;0;0;13
195;21.86705857;0;0;13
196;0;1;0;14
197;6.625445152;1;1;14
198;6.625818287;1;1;14
199;6.854165538;1;0;14
200;8.03706891;1;0;14
201;11.66331756;1;1;14
202;12.03224501;1;1;14
203;14.11476087;1;1;14
204;14.85857985;1;1;14
205;15.49983275;1;1;14
206;17.70725806;1;1;14
207;22.54685974;1;1;14
208;22.82970558;1;1;14
209;23.43285223;1;1;14
210;24.64102211;1;1;14
211;0;0;0;15
212;3.808665421;0;0;15
213;4.266130878;0;0;15
214;4.30429366;0;0;15
215;5.968150671;0;0;15
216;7.205982017;0;0;15
217;9.10229662;0;0;15
218;10.06433356;0;0;15
219;10.17081483;0;0;15
220;12.87574318;0;0;15
221;14.32167646;0;0;15
222;15.03414315;0;1;15
223;16.48075811;0;1;15
224;22.00616353;0;1;15
225;24.05897341;0;1;15
226;0;0;0;16
227;1.191590686;0;0;16
228;5.40636974;0;1;16
229;6.324123213;0;0;16
230;7.063208253;0;0;16
231;8.797215961;0;0;16
232;10.22359995;0;0;16
233;12.05106514;0;0;16
234;16.8594097;0;0;16
235;17.15937705;0;0;16
236;17.52132719;0;0;16
237;18.20986071;0;0;16
238;20.5237831;0;0;16
239;22.9714337;0;0;16
240;24.02761984;0;0;16
241;0;0;0;17
242;1.321098569;0;0;17
243;1.461962215;0;0;17
244;4.943618417;0;0;17
245;6.521421426;0;0;17
246;9.880503366;0;1;17
247;9.928798833;0;1;17
248;10.71053772;0;1;17
249;11.9461345;0;1;17
250;13.55200918;0;1;17
251;14.00633159;0;1;17
252;15.45878068;0;1;17
253;17.45653987;0;1;17
254;20.79818907;0;1;17
255;22.89208846;0;1;17
256;0;0;0;18
257;3.822180571;0;1;18
258;4.292462347;0;0;18
259;5.544698366;0;1;18
260;6.430418661;0;1;18
261;7.796743669;0;1;18
262;9.973495617;0;1;18
263;13.67065391;0;1;18
264;15.826384;0;1;18
265;16.55794105;0;1;18
266;18.11385866;0;1;18
267;18.16756348;0;1;18
268;20.08546355;0;1;18
269;24.18495927;0;1;18
270;24.23391028;0;1;18
271;0;0;0;19
272;4.201520263;0;0;19
273;6.688035803;0;1;19
274;10.10997953;0;1;19
275;11.78940694;0;1;19
276;12.91112236;0;1;19
277;13.27675997;0;1;19
278;14.41297553;0;1;19
279;14.82614129;0;1;19
280;16.85467106;0;1;19
281;19.63229178;0;1;19
282;21.70267017;0;1;19
283;22.04943898;0;1;19
284;23.1426989;0;1;19
285;23.75417448;0;1;19
286;0;1;0;20
287;0.157519599;1;0;20
288;0.500607514;1;0;20
289;1.8014281;1;0;20
290;1.859612833;1;0;20
291;4.105280625;1;0;20
292;8.408280148;1;0;20
293;8.683115785;1;0;20
294;11.66180942;1;0;20
295;12.57032614;1;1;20
296;16.22045311;1;0;20
297;18.37960765;1;1;20
298;19.25835186;1;1;20
299;21.77608534;1;1;20
300;24.29689089;1;1;20
301;0;1;0;21
302;1.365727728;1;0;21
303;1.448964013;1;0;21
304;1.6232075;1;0;21
305;1.79760243;1;0;21
306;2.518039558;1;0;21
307;3.427652025;1;0;21
308;5.62463323;1;0;21
309;5.647160823;1;0;21
310;7.443544565;1;0;21
311;9.897317208;1;0;21
312;9.914614866;1;0;21
313;16.75705099;1;0;21
314;18.96482924;1;0;21
315;22.01101422;1;0;21
316;0;1;0;22
317;0.205387996;1;0;22
318;0.235747627;1;0;22
319;2.476045734;1;0;22
320;2.589991124;1;0;22
321;3.915921284;1;1;22
322;12.02277075;1;1;22
323;15.75329632;1;1;22
324;18.2347663;1;1;22
325;18.85618505;1;1;22
326;19.47664707;1;1;22
327;19.61438166;1;1;22
328;19.97079028;1;1;22
329;20.41514719;1;1;22
330;24.55350934;1;1;22
331;0;1;0;23
332;1.382548158;1;0;23
333;5.943735124;1;0;23
334;7.397386385;1;0;23
335;8.849652566;1;0;23
336;8.869577438;1;0;23
337;9.739677788;1;0;23
338;11.31145986;1;0;23
339;11.61664855;1;0;23
340;12.30733322;1;0;23
341;17.83197502;1;0;23
342;20.07030682;1;0;23
343;20.89272093;1;0;23
344;21.34408435;1;0;23
345;21.4221355;1;0;23
346;0;0;0;24
347;0.843194325;0;0;24
348;0.871870102;0;0;24
349;2.595167205;0;0;24
350;3.676208114;0;0;24
351;7.157133718;0;0;24
352;7.856769511;0;0;24
353;8.459782094;0;0;24
354;12.3141637;0;0;24
355;15.43088174;0;0;24
356;17.59980153;0;0;24
357;18.44493508;0;0;24
358;20.85135773;0;0;24
359;22.87659404;0;0;24
360;24.9851132;0;0;24
361;0;1;0;25
362;2.985119499;1;0;25
363;5.626833771;1;0;25
364;5.731121008;1;0;25
365;9.255369962;1;0;25
366;9.707977879;1;1;25
367;10.36838336;1;0;25
368;12.1602941;1;0;25
369;13.1507415;1;1;25
370;15.58243866;1;1;25
371;16.03655885;1;0;25
372;16.09807287;1;1;25
373;17.43434416;1;0;25
374;24.44633512;1;1;25
375;24.58375452;1;0;25
376;0;0;0;26
377;3.413504927;0;0;26
378;3.595426091;0;1;26
379;4.076758231;0;0;26
380;4.820398672;0;1;26
381;7.702988858;0;1;26
382;8.083624829;0;0;26
383;10.47289742;0;0;26
384;12.8767952;0;1;26
385;15.54755738;0;1;26
386;16.71928794;0;1;26
387;20.881383;0;1;26
388;22.41846707;0;1;26
389;24.18673736;0;1;26
390;24.64885413;0;1;26
391;0;1;0;27
392;0.444145297;1;0;27
393;4.834466998;1;1;27
394;5.221908714;1;1;27
395;8.570220042;1;1;27
396;9.082513588;1;1;27
397;10.16519666;1;1;27
398;10.54612375;1;1;27
399;11.37770127;1;1;27
400;12.07919173;1;1;27
401;13.34412184;1;1;27
402;19.36478855;1;1;27
403;19.59866197;1;1;27
404;21.66208287;1;1;27
405;24.0960833;1;1;27
406;0;0;0;28
407;2.37406033;0;0;28
408;4.632411047;0;0;28
409;5.262176978;0;0;28
410;7.055460435;0;0;28
411;7.407554385;0;0;28
412;7.719670818;0;0;28
413;9.317734861;0;0;28
414;13.44192958;0;0;28
415;14.62250234;0;0;28
416;19.02059063;0;0;28
417;19.22984778;0;0;28
418;22.84988624;0;0;28
419;24.28356126;0;0;28
420;24.42747491;0;0;28
421;0;1;0;29
422;2.526462352;1;0;29
423;2.635443653;1;0;29
424;2.947846032;1;0;29
425;3.426686785;1;0;29
426;5.989865726;1;1;29
427;6.76362181;1;0;29
428;9.886221477;1;0;29
429;11.2450621;1;1;29
430;14.40754594;1;1;29
431;18.14957567;1;0;29
432;19.64219586;1;1;29
433;22.63273954;1;1;29
434;24.65135743;1;1;29
435;24.7809139;1;1;29
436;0;0;0;30
437;0.699814298;0;0;30
438;2.062568645;0;0;30
439;4.800582968;0;1;30
440;5.379302066;0;0;30
441;6.901241816;0;1;30
442;7.923731202;0;1;30
443;8.043138444;0;1;30
444;8.482814505;0;1;30
445;11.9614096;0;1;30
446;12.4487234;0;1;30
447;17.01968878;0;1;30
448;17.66254753;0;1;30
449;20.78921495;0;1;30
450;23.7655316;0;1;30
451;0;1;0;31
452;4.011877312;1;0;31
453;7.572622882;1;1;31
454;8.048434393;1;1;31
455;8.238685335;1;1;31
456;9.705116594;1;1;31
457;13.6864867;1;1;31
458;14.09111709;1;1;31
459;14.90658862;1;1;31
460;15.65642369;1;1;31
461;16.10600551;1;1;31
462;21.56379744;1;1;31
463;22.27785781;1;1;31
464;23.82753034;1;1;31
465;24.91543047;1;1;31
466;0;0;1;32
467;2.486145584;0;0;32
468;2.704463236;0;0;32
469;3.677102714;0;0;32
470;4.029144067;0;0;32
471;4.138022778;0;0;32
472;5.870491895;0;0;32
473;7.074821769;0;0;32
474;12.17581425;0;1;32
475;14.5968084;0;1;32
476;15.31679913;0;1;32
477;17.71435343;0;1;32
478;18.29269147;0;0;32
479;19.00998841;0;1;32
480;21.66169408;0;1;32
481;0;1;1;33
482;1.454794907;1;0;33
483;3.118552215;1;0;33
484;3.872793145;1;1;33
485;5.915493553;1;0;33
486;6.01326754;1;0;33
487;8.745044819;1;0;33
488;8.951424086;1;0;33
489;10.9032499;1;0;33
490;13.09556504;1;0;33
491;16.83331204;1;0;33
492;18.68790805;1;0;33
493;20.2956854;1;0;33
494;22.25194783;1;0;33
495;24.36814521;1;0;33
496;0;1;0;34
497;2.347915177;1;0;34
498;4.132452031;1;0;34
499;5.75242301;1;0;34
500;6.769450486;1;0;34
501;7.071309991;1;0;34
502;10.68570702;1;0;34
503;11.11318492;1;0;34
504;11.60041567;1;1;34
505;14.62341393;1;0;34
506;16.55963766;1;0;34
507;17.28019579;1;0;34
508;18.89718149;1;1;34
509;20.25995165;1;1;34
510;20.55075178;1;1;34
511;0;1;0;35
512;0.011633727;1;0;35
513;2.894491621;1;0;35
514;3.192642197;1;0;35
515;5.379162205;1;1;35
516;5.431087851;1;0;35
517;7.694096857;1;1;35
518;10.7237149;1;1;35
519;15.67865461;1;1;35
520;16.95559644;1;1;35
521;17.19356714;1;1;35
522;17.62180614;1;1;35
523;20.34834303;1;1;35
524;20.86002445;1;1;35
525;23.31702698;1;1;35
526;0;1;1;36
527;1.238460891;1;0;36
528;1.762224443;1;0;36
529;1.999322808;1;0;36
530;2.173504198;1;0;36
531;6.327474851;1;1;36
532;7.177503267;1;0;36
533;8.840151899;1;0;36
534;9.161036124;1;0;36
535;11.49462983;1;1;36
536;17.15812367;1;1;36
537;17.53962796;1;1;36
538;19.67318382;1;1;36
539;24.28595167;1;1;36
540;24.8236004;1;1;36
541;0;1;0;37
542;2.063279541;1;0;37
543;4.29358515;1;0;37
544;4.450345365;1;0;37
545;8.533032099;1;0;37
546;9.136356739;1;0;37
547;9.891515999;1;0;37
548;11.36904078;1;0;37
549;11.61784435;1;0;37
550;12.5987178;1;0;37
551;13.40134302;1;0;37
552;18.39748376;1;0;37
553;19.25511899;1;0;37
554;21.50267115;1;0;37
555;23.62587759;1;0;37
556;0;0;0;38
557;0.638167461;0;1;38
558;0.934249122;0;0;38
559;1.566249959;0;0;38
560;7.528563112;0;1;38
561;7.572190615;0;1;38
562;7.802819798;0;1;38
563;9.1167757;0;1;38
564;12.97012308;0;1;38
565;16.97533539;0;1;38
566;17.19018954;0;1;38
567;20.37703738;0;1;38
568;22.58083901;0;1;38
569;23.47846002;0;1;38
570;24.72695677;0;1;38
571;0;0;0;39
572;0.987479946;0;0;39
573;2.29111737;0;0;39
574;6.86363409;0;1;39
575;6.921376812;0;1;39
576;8.717987343;0;1;39
577;11.17592487;0;1;39
578;13.38853479;0;1;39
579;18.47579214;0;1;39
580;18.82775249;0;1;39
581;20.0237053;0;1;39
582;20.41195347;0;1;39
583;20.73127059;0;1;39
584;20.80269436;0;1;39
585;24.10381425;0;1;39
586;0;1;0;40
587;0.404012023;1;0;40
588;2.036664;1;0;40
589;5.123467575;1;1;40
590;8.189934975;1;1;40
591;9.629340115;1;1;40
592;12.74607248;1;0;40
593;13.24285229;1;0;40
594;13.24731146;1;0;40
595;14.23456657;1;0;40
596;14.67396642;1;0;40
597;16.64337856;1;1;40
598;20.05595543;1;1;40
599;21.35911866;1;1;40
600;22.20137976;1;1;40
601;0;0;0;41
602;1.192749623;0;0;41
603;5.027015402;0;0;41
604;9.881344036;0;1;41
605;10.58659127;0;1;41
606;13.67558544;0;1;41
607;13.83284969;0;1;41
608;14.68653418;0;0;41
609;16.25653751;0;1;41
610;16.34416706;0;1;41
611;19.23213847;0;1;41
612;20.30762071;0;1;41
613;22.12831629;0;1;41
614;22.65120279;0;1;41
615;23.23376706;0;1;41
616;0;1;0;42
617;0.459102093;1;0;42
618;3.783454286;1;0;42
619;7.045291743;1;0;42
620;9.197398694;1;0;42
621;10.3326352;1;0;42
622;12.25158633;1;0;42
623;14.16835207;1;0;42
624;16.66762895;1;0;42
625;17.72594759;1;0;42
626;20.3213172;1;0;42
627;21.35249944;1;0;42
628;21.84874782;1;0;42
629;21.96685053;1;1;42
630;23.73963307;1;1;42
631;0;0;0;43
632;0.799290702;0;0;43
633;1.519555622;0;0;43
634;2.209082525;0;0;43
635;3.005928214;0;0;43
636;5.930742435;0;0;43
637;8.437374933;0;1;43
638;12.70926574;0;1;43
639;13.16475199;0;1;43
640;14.56849342;0;1;43
641;17.16225878;0;1;43
642;22.01910287;0;1;43
643;22.35836564;0;1;43
644;24.22597159;0;1;43
645;24.43458942;0;1;43
646;0;1;1;44
647;0.549842883;1;0;44
648;2.415843576;1;0;44
649;3.657051449;1;0;44
650;4.349595419;1;0;44
651;5.645460583;1;0;44
652;7.962364703;1;1;44
653;8.274945716;1;0;44
654;9.354234696;1;0;44
655;14.59847114;1;0;44
656;15.74363559;1;0;44
657;19.54557663;1;0;44
658;20.03573959;1;1;44
659;20.56793479;1;0;44
660;24.82611951;1;0;44
661;0;0;0;45
662;1.052701217;0;0;45
663;1.103676698;0;0;45
664;6.843781745;0;1;45
665;7.611944765;0;0;45
666;9.060042811;0;1;45
667;9.110277041;0;1;45
668;9.420410421;0;1;45
669;18.87163634;0;1;45
670;19.38518978;0;1;45
671;21.26168702;0;1;45
672;21.63752035;0;1;45
673;22.29740307;0;1;45
674;22.58502212;0;1;45
675;24.48009325;0;1;45
676;0;1;0;46
677;2.601965901;1;0;46
678;5.499579443;1;0;46
679;9.629789833;1;0;46
680;10.44442754;1;0;46
681;11.44803903;1;0;46
682;14.84596233;1;0;46
683;18.24079161;1;0;46
684;18.80093853;1;0;46
685;18.97838349;1;0;46
686;19.97058894;1;0;46
687;20.47388458;1;0;46
688;21.12086561;1;0;46
689;22.21021626;1;0;46
690;23.84878119;1;0;46
691;0;0;0;47
692;1.409555634;0;1;47
693;2.134461433;0;0;47
694;2.258052106;0;0;47
695;7.51294028;0;0;47
696;11.89376264;0;0;47
697;14.17798665;0;1;47
698;15.36405393;0;1;47
699;15.64359093;0;1;47
700;18.41550865;0;1;47
701;18.64090543;0;1;47
702;18.82330145;0;1;47
703;21.43618561;0;1;47
704;22.72866261;0;1;47
705;22.92642833;0;1;47
706;0;1;0;48
707;0.50185023;1;0;48
708;1.87391878;1;1;48
709;2.933280682;1;1;48
710;3.929195629;1;0;48
711;4.337943654;1;1;48
712;5.881721451;1;1;48
713;8.763619326;1;1;48
714;12.5727076;1;1;48
715;13.03284616;1;1;48
716;16.17643375;1;1;48
717;17.81716387;1;1;48
718;20.1608791;1;1;48
719;21.13890307;1;1;48
720;23.39115368;1;1;48
721;0;0;0;49
722;2.156947332;0;0;49
723;5.049880221;0;0;49
724;7.075058651;0;1;49
725;10.51087253;0;1;49
726;11.20357785;0;1;49
727;11.48561679;0;1;49
728;13.76541805;0;1;49
729;14.6819531;0;1;49
730;17.86887026;0;1;49
731;18.34369396;0;1;49
732;20.16736074;0;1;49
733;20.78054947;0;1;49
734;22.16415302;0;1;49
735;23.81611435;0;1;49
736;0;0;0;50
737;0.994515925;0;1;50
738;2.407527767;0;1;50
739;3.502588748;0;1;50
740;4.125647305;0;0;50
741;4.267456383;0;1;50
742;6.345519912;0;1;50
743;7.092794421;0;1;50
744;8.894039143;0;1;50
745;10.71532728;0;1;50
746;11.981789;0;1;50
747;13.05839415;0;1;50
748;13.48902285;0;1;50
749;14.57576488;0;1;50
750;15.87001274;0;1;50
